Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A707367,Alastair,07/19/2015 02:44:00 PM,07/19/2015 02:44:00 PM,05/27/2015,Adoption,,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue
A627854,Brownie,10/05/2013 05:33:00 PM,10/05/2013 05:33:00 PM,11/22/2011,Return to Owner,,Dog,Neutered Male,1 year,Dachshund Mix,Blue Merle/Brown
A675018,,03/22/2014 01:32:00 PM,03/22/2014 01:32:00 PM,03/21/2013,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black
A702291,Golden Boy,05/13/2015 11:08:00 AM,05/13/2015 11:08:00 AM,05/11/2007,Euthanasia,Suffering,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Orange Tabby
A672631,Penny Lane,02/26/2014 04:48:00 PM,02/26/2014 04:48:00 PM,02/13/2011,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Calico
A679243,,05/17/2014 06:40:00 PM,05/17/2014 06:40:00 PM,05/02/2014,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
A751699,*Turtle,06/17/2017 04:22:00 PM,06/17/2017 04:22:00 PM,06/11/2016,Adoption,,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,White/Black
A671667,Gracie,02/08/2014 11:15:00 AM,02/08/2014 11:15:00 AM,01/29/2006,Return to Owner,,Dog,Spayed Female,8 years,Weimaraner/Labrador Retriever,Tan/White
A692854,*Frances,02/12/2015 05:13:00 PM,02/12/2015 05:13:00 PM,01/26/2014,Adoption,,Dog,Spayed Female,1 year,Catahoula Mix,Chocolate/White
A673540,Doc,09/19/2014 03:41:00 PM,09/19/2014 03:41:00 PM,02/25/2007,Euthanasia,Aggressive,Dog,Neutered Male,7 years,English Bulldog Mix,White/Brown Brindle
A704811,,06/09/2015 03:55:00 PM,06/09/2015 03:55:00 PM,05/18/2015,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A750955,,06/04/2017 01:07:00 PM,06/04/2017 01:07:00 PM,05/31/2017,Transfer,Partner,Cat,Unknown,4 days,Domestic Shorthair Mix,Black
A750926,,06/02/2017 03:34:00 PM,06/02/2017 03:34:00 PM,06/02/2015,Transfer,Partner,Dog,Intact Male,2 years,Pit Bull Mix,White/Blue
A752180,Burford,06/20/2017 11:41:00 AM,06/20/2017 11:41:00 AM,06/19/1999,Return to Owner,,Cat,Neutered Male,18 years,Domestic Shorthair Mix,Orange Tabby
A608411,Cappuccino,11/23/2014 12:33:00 PM,11/23/2014 12:33:00 PM,08/23/2010,Adoption,,Dog,Neutered Male,4 years,American Pit Bull Terrier Mix,Brown/White
A721086,,02/22/2016 12:21:00 PM,02/22/2016 12:21:00 PM,12/20/2015,Died,In Kennel,Dog,Spayed Female,2 months,Catahoula Mix,Blue Merle/White
A700261,Oreo,04/23/2015 05:33:00 PM,04/23/2015 05:33:00 PM,09/10/2014,Adoption,,Dog,Spayed Female,7 months,Chihuahua Shorthair/Boston Terrier,Black/White
A732458,*Kelso,08/16/2016 06:20:00 PM,08/16/2016 06:20:00 PM,08/08/2015,Adoption,,Dog,Neutered Male,1 year,Hovawart,Black/Tan
A743480,,02/12/2017 05:42:00 PM,02/12/2017 05:42:00 PM,11/29/2016,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
A727589,Chebe,06/07/2016 01:52:00 PM,06/07/2016 01:52:00 PM,05/23/2015,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A760528,*Maya,10/25/2017 04:18:00 PM,10/25/2017 04:18:00 PM,10/19/2015,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tricolor
A736350,*Ebony,10/13/2016 03:58:00 PM,10/13/2016 03:58:00 PM,09/02/2016,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
A708844,,08/05/2015 07:09:00 PM,08/05/2015 07:09:00 PM,08/01/2014,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue/White
A692402,Brownie,01/08/2015 12:52:00 PM,01/08/2015 12:52:00 PM,11/19/2012,Return to Owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Tan
A705616,*Violet,07/01/2015 05:06:00 PM,07/01/2015 05:06:00 PM,04/19/2015,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby/White
A666178,,11/01/2013 02:21:00 PM,11/01/2013 02:21:00 PM,10/28/2008,Transfer,Partner,Dog,Spayed Female,5 years,Boxer Mix,White/Brown
A679158,,06/30/2014 05:26:00 PM,06/30/2014 05:26:00 PM,05/05/2014,Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever/German Shepherd,Black/White
A682809,,07/07/2014 05:55:00 PM,07/07/2014 05:55:00 PM,07/03/2013,Adoption,,Dog,Spayed Female,1 year,Siberian Husky Mix,Black/White
A729944,,10/31/2016 07:08:00 PM,10/31/2016 07:08:00 PM,05/26/2016,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Brown Tabby
A682301,,06/30/2014 10:48:00 AM,06/30/2014 10:48:00 AM,03/26/2014,Transfer,Partner,Cat,Intact Female,3 months,Domestic Shorthair Mix,Blue/White
A678664,*Gloria,10/04/2014 12:17:00 PM,10/04/2014 12:17:00 PM,05/11/2013,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A738703,Trey,12/15/2016 12:42:00 PM,12/15/2016 12:42:00 PM,05/19/2015,Return to Owner,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A733295,Tipsi Boots,09/03/2016 04:47:00 PM,09/03/2016 04:47:00 PM,06/04/2016,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A680066,Bobby,07/26/2014 03:24:00 PM,07/26/2014 03:24:00 PM,05/29/2011,Adoption,Foster,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby/White
A719873,,04/02/2016 05:14:00 PM,04/02/2016 05:14:00 PM,01/08/2016,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White
A702172,Freddy,05/14/2015 05:31:00 PM,05/14/2015 05:31:00 PM,09/10/2014,Adoption,,Dog,Neutered Male,8 months,Cairn Terrier Mix,Black/Tan
A692088,Bebe,04/13/2015 01:04:00 PM,04/13/2015 01:04:00 PM,11/14/2013,Return to Owner,,Dog,Spayed Female,1 year,Plott Hound Mix,Brown Brindle
A738887,,11/25/2016 02:13:00 PM,11/25/2016 02:13:00 PM,11/22/2008,Transfer,Partner,Cat,Intact Male,8 years,Domestic Shorthair Mix,Gray
A704130,Layla,06/01/2015 06:42:00 PM,06/01/2015 06:42:00 PM,06/01/2002,Euthanasia,Suffering,Dog,Spayed Female,13 years,Labrador Retriever Mix,Black
A751362,,06/12/2017 05:57:00 PM,06/12/2017 05:57:00 PM,12/07/2013,Adoption,,Dog,Neutered Male,3 years,Chihuahua Shorthair/Dachshund,Black/Brown
A735962,*Nelson,10/13/2016 12:00:00 AM,10/13/2016 12:00:00 AM,09/02/2016,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Orange Tabby
A711877,,09/14/2015 09:00:00 AM,09/14/2015 09:00:00 AM,09/13/2013,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Longhair Mix,Calico
A687176,Callie,09/10/2014 01:50:00 PM,09/10/2014 01:50:00 PM,09/03/2007,Return to Owner,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Orange Tabby
A752795,*Coriander,08/31/2017 12:34:00 PM,08/31/2017 12:34:00 PM,06/27/2016,Adoption,,Other,Neutered Male,1 year,Rex-Mini,White/Black
A759616,,10/04/2017 05:49:00 PM,10/04/2017 05:49:00 PM,10/04/2016,Euthanasia,Suffering,Other,Intact Male,1 year,Squirrel Mix,Brown
A665251,Fayah,10/20/2013 01:03:00 PM,10/20/2013 01:03:00 PM,04/15/2013,Transfer,Partner,Dog,Spayed Female,6 months,Pit Bull Mix,Brown/Tricolor
A713418,,10/07/2015 08:47:00 AM,10/07/2015 08:47:00 AM,08/06/2015,Transfer,Partner,Dog,Intact Male,2 months,Australian Cattle Dog Mix,Buff/White
A682324,,06/30/2014 06:23:00 PM,06/30/2014 06:23:00 PM,04/26/2014,Adoption,,Dog,Spayed Female,2 months,Norwich Terrier Mix,Red
A750704,,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,04/09/2017,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Gray Tabby
A668251,*O'Hara,12/08/2013 04:59:00 PM,12/08/2013 04:59:00 PM,11/30/2007,Adoption,,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Sable
A680127,,05/30/2014 12:09:00 PM,05/30/2014 12:09:00 PM,04/15/2014,Euthanasia,Rabies Risk,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A686924,Shiloh,09/03/2014 06:26:00 PM,09/03/2014 06:26:00 PM,03/29/2014,Transfer,Partner,Dog,Intact Female,5 months,Dachshund Longhair/Cocker Spaniel,Sable
A712380,*Rob,10/09/2015 03:52:00 PM,10/09/2015 03:52:00 PM,07/22/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A683255,*Arthur,07/18/2014 10:38:00 AM,07/18/2014 10:38:00 AM,06/01/2014,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A726177,,06/25/2016 06:05:00 PM,06/25/2016 06:05:00 PM,04/07/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A689596,Jeep,06/04/2017 02:54:00 PM,06/04/2017 02:54:00 PM,10/06/2012,Transfer,Partner,Dog,Neutered Male,4 years,Jack Russell Terrier Mix,White/Tan
A695188,Spot,03/15/2015 07:12:00 PM,03/15/2015 07:12:00 PM,09/10/2014,Adoption,,Dog,Neutered Male,6 months,Australian Cattle Dog/Labrador Retriever,Black/White
A745832,,03/25/2017 11:14:00 AM,03/25/2017 11:14:00 AM,03/20/2017,Transfer,Partner,Cat,Unknown,5 days,Domestic Shorthair Mix,Gray
A736066,,10/03/2016 05:17:00 PM,10/03/2016 05:17:00 PM,08/03/2016,Return to Owner,,Dog,Intact Female,1 month,Labrador Retriever Mix,Tan
A725564,*Gilda,06/13/2016 05:08:00 PM,06/13/2016 05:08:00 PM,03/30/2016,Adoption,,Cat,Spayed Female,2 months,Siamese Mix,White
A734958,*Marta,02/23/2017 06:25:00 PM,02/23/2017 06:25:00 PM,01/15/2016,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White
A702737,Baylee,05/18/2015 04:39:00 PM,05/18/2015 04:39:00 PM,04/17/2015,Transfer,Partner,Cat,Intact Male,4 weeks,Snowshoe Mix,Blue Point/White
A665065,,10/13/2013 03:14:00 PM,10/13/2013 03:14:00 PM,10/06/2013,Transfer,Partner,Cat,Unknown,1 week,Domestic Medium Hair Mix,Black
A667256,,11/20/2013 07:11:00 PM,11/20/2013 07:11:00 PM,11/15/2012,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Black
A746611,Bow,04/05/2017 06:19:00 PM,04/05/2017 06:19:00 PM,04/05/2010,Return to Owner,,Dog,Neutered Male,7 years,Dachshund Mix,Red
A491810,Katie,12/13/2013 05:31:00 PM,12/13/2013 05:31:00 PM,10/23/2005,Euthanasia,Suffering,Dog,Spayed Female,8 years,German Shepherd Mix,Brown/Black
A713714,,10/12/2015 09:00:00 AM,10/12/2015 09:00:00 AM,10/11/2014,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White
A752749,,07/04/2017 03:43:00 PM,07/04/2017 03:43:00 PM,06/27/2011,Transfer,Partner,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,White
A691159,,11/04/2014 12:34:00 PM,11/04/2014 12:34:00 PM,06/30/2014,Transfer,Partner,Dog,Intact Male,4 months,Rottweiler Mix,Black/Tan
A664510,*Gizzmo,10/16/2013 05:10:00 PM,10/16/2013 05:10:00 PM,08/01/2013,Adoption,,Cat,Neutered Male,2 months,Domestic Longhair Mix,Blue/White
A696956,Beanie,03/24/2015 04:40:00 PM,03/24/2015 04:40:00 PM,02/15/2012,Return to Owner,,Dog,Spayed Female,3 years,Dachshund Wirehair Mix,Buff
A753361,,07/05/2017 07:02:00 PM,07/05/2017 07:02:00 PM,06/29/2017,Transfer,Partner,Cat,Intact Female,6 days,Domestic Medium Hair Mix,Black
A676327,*Oscar,04/15/2014 12:43:00 PM,04/15/2014 12:43:00 PM,04/08/2012,Transfer,Partner,Dog,Neutered Male,2 years,Plott Hound/Rhod Ridgeback,Brown Brindle
A683776,,07/16/2014 09:00:00 AM,07/16/2014 09:00:00 AM,04/08/2014,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Tortie
A749630,Bailey,05/24/2017 05:06:00 PM,05/24/2017 05:06:00 PM,03/17/2017,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A690998,Bon Bon,08/12/2015 04:47:00 PM,08/12/2015 04:47:00 PM,10/28/2011,Return to Owner,,Dog,Neutered Male,3 years,Miniature Poodle Mix,White
A699858,Dolly,07/17/2016 12:00:00 AM,07/17/2016 12:00:00 AM,04/03/2006,Transfer,Partner,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,White/Brown
A678318,Allan,05/28/2014 03:19:00 PM,05/28/2014 03:19:00 PM,05/07/2012,Transfer,Partner,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
A693874,*Zach,12/21/2014 06:55:00 PM,12/21/2014 06:55:00 PM,10/09/2014,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A672449,,02/16/2014 02:23:00 PM,02/16/2014 02:23:00 PM,02/10/2013,Euthanasia,Behavior,Dog,Intact Male,1 year,Labrador Retriever Mix,Black/White
A696681,,02/10/2015 12:16:00 PM,02/10/2015 12:16:00 PM,02/10/2014,Transfer,Partner,Dog,Unknown,1 year,Chihuahua Shorthair Mix,Brown
A753714,*Mesha,08/11/2017 06:31:00 PM,08/11/2017 06:31:00 PM,07/10/2015,Adoption,,Dog,Spayed Female,2 years,Staffordshire Mix,Brown Brindle/White
A743554,Mouse,02/16/2017 11:55:00 AM,02/16/2017 11:55:00 AM,02/12/2014,Adoption,,Dog,Neutered Male,3 years,Pit Bull Mix,White/Tan
A742128,,01/19/2017 06:20:00 PM,01/19/2017 06:20:00 PM,01/15/2016,Adoption,,Dog,Spayed Female,1 year,Blue Lacy Mix,Black Brindle
A676659,*Ginger,05/27/2014 11:42:00 AM,05/27/2014 11:42:00 AM,03/02/2014,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Blue Tabby/White
A748996,Gypsy,05/10/2017 01:45:00 PM,05/10/2017 01:45:00 PM,05/09/2010,Return to Owner,,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Black
A689380,Josephine,10/04/2014 11:48:00 AM,10/04/2014 11:48:00 AM,10/04/2002,Return to Owner,,Dog,Spayed Female,12 years,Jack Russell Terrier Mix,White/Black
A716929,Zo,02/16/2016 08:33:00 AM,02/16/2016 08:33:00 AM,11/25/2015,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A718161,Cosmo,12/27/2015 02:07:00 PM,12/27/2015 02:07:00 PM,12/22/2009,Return to Owner,,Dog,Neutered Male,6 years,Beagle/Dachshund,Black/White
A741078,,12/31/2016 03:41:00 PM,12/31/2016 03:41:00 PM,07/12/2016,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Tortie
A688498,Sebastian,09/26/2014 12:10:00 PM,09/26/2014 12:10:00 PM,03/20/2013,Adoption,,Dog,Neutered Male,1 year,Yorkshire Terrier Mix,Silver/Tan
A672654,Trippy,02/14/2014 05:15:00 PM,02/14/2014 05:15:00 PM,02/14/2008,Euthanasia,Suffering,Dog,Intact Male,6 years,Dachshund Mix,Black
A708161,*Grayson,08/11/2015 02:36:00 PM,08/11/2015 02:36:00 PM,04/08/2015,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Blue
A670538,*Pete,08/24/2014 05:49:00 PM,08/24/2014 05:49:00 PM,01/09/2013,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Tan/White
A701337,,04/30/2015 02:43:00 PM,04/30/2015 02:43:00 PM,04/27/2014,Transfer,Partner,Dog,Intact Male,1 year,Cairn Terrier Mix,Cream
A729869,*Lacy,08/11/2016 03:49:00 PM,08/11/2016 03:49:00 PM,04/18/2016,Transfer,Partner,Cat,Spayed Female,3 months,Siamese Mix,Calico Point
A723432,,04/06/2016 07:26:00 PM,04/06/2016 07:26:00 PM,03/16/2016,Euthanasia,Suffering,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A671503,Max,02/03/2014 06:11:00 PM,02/03/2014 06:11:00 PM,01/25/2012,Adoption,,Dog,Neutered Male,2 years,Beagle/Dachshund,White/Brown
A691769,*Rocky,11/15/2014 05:56:00 PM,11/15/2014 05:56:00 PM,08/09/2014,Transfer,Partner,Dog,Neutered Male,3 months,Rottweiler Mix,Black/Tan
A727351,,05/25/2016 04:53:00 PM,05/25/2016 04:53:00 PM,05/21/2015,Transfer,Partner,Dog,Intact Female,1 year,Jack Russell Terrier Mix,Tan/Brown
A723191,,04/01/2016 04:20:00 PM,04/01/2016 04:20:00 PM,11/28/2015,Transfer,SCRP,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Torbie
A685641,Cayenne,08/16/2014 01:48:00 PM,08/16/2014 01:48:00 PM,08/10/2010,Return to Owner,,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Orange Tabby/White
A721742,*Monte,03/11/2016 05:06:00 PM,03/11/2016 05:06:00 PM,09/03/2014,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Brown Brindle/White
A737161,,10/23/2016 12:10:00 PM,10/23/2016 12:10:00 PM,10/13/2016,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Medium Hair Mix,Brown Tabby
A699843,Hades,04/07/2015 05:12:00 PM,04/07/2015 05:12:00 PM,12/03/2014,Adoption,,Dog,Neutered Male,4 months,Rottweiler Mix,Black/Tan
A726616,Polly,05/16/2016 01:57:00 PM,05/16/2016 01:57:00 PM,05/12/2015,Return to Owner,,Dog,Spayed Female,1 year,German Shepherd/Labrador Retriever,Brown
A753649,*Calypso,08/12/2017 03:12:00 PM,08/12/2017 03:12:00 PM,06/04/2017,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black/White
A732972,,08/15/2016 05:00:00 PM,08/15/2016 05:00:00 PM,08/15/2014,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Brown
A673095,,03/06/2014 05:22:00 PM,03/06/2014 05:22:00 PM,02/19/2009,Adoption,,Dog,Spayed Female,5 years,Yorkshire Terrier Mix,Black/Tan
A700980,*Cassie,04/28/2015 12:00:00 AM,04/28/2015 12:00:00 AM,02/11/2015,Transfer,Partner,Dog,Spayed Female,2 months,Carolina Dog Mix,Tan
A725975,Elsa,06/26/2016 07:06:00 PM,06/26/2016 07:06:00 PM,05/04/2015,Adoption,Foster,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black
A667928,Tiny,12/18/2013 05:10:00 PM,12/18/2013 05:10:00 PM,10/25/2013,Adoption,Foster,Dog,Neutered Male,1 month,German Shepherd/Mastiff,Tan
A679649,,05/25/2014 05:42:00 PM,05/25/2014 05:42:00 PM,01/24/2014,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby
A735782,*Alejandra,11/12/2016 12:00:00 AM,11/12/2016 12:00:00 AM,08/17/2016,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Tortie/White
A706772,Purp,10/12/2015 05:27:00 PM,10/12/2015 05:27:00 PM,07/03/2013,Transfer,Partner,Dog,Spayed Female,2 years,Pit Bull Mix,Chocolate/White
A680516,*Derrick,06/06/2014 01:01:00 PM,06/06/2014 01:01:00 PM,04/11/2014,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A686433,*Tara,04/04/2015 02:57:00 PM,04/04/2015 02:57:00 PM,08/21/2012,Adoption,,Dog,Spayed Female,2 years,Pit Bull/Pointer,Black/White
A702339,Ayo,12/06/2016 11:28:00 AM,12/06/2016 11:28:00 AM,11/12/2013,Return to Owner,,Dog,Intact Male,3 years,American Bulldog Mix,White/Brown
A733923,*Taylor,10/29/2016 06:42:00 PM,10/29/2016 06:42:00 PM,12/29/2015,Adoption,,Cat,Spayed Female,10 months,Domestic Shorthair Mix,White
A667512,,11/30/2013 03:57:00 PM,11/30/2013 03:57:00 PM,07/19/2013,Transfer,Partner,Dog,Neutered Male,4 months,Plott Hound Mix,Brown Brindle/White
A676386,*Lilly,06/14/2014 01:47:00 PM,06/14/2014 01:47:00 PM,10/25/2013,Adoption,,Cat,Spayed Female,7 months,Domestic Medium Hair Mix,Blue
A682510,*Beau,10/26/2014 04:26:00 PM,10/26/2014 04:26:00 PM,10/28/2013,Adoption,Foster,Dog,Neutered Male,11 months,Pointer Mix,Brown/White
A755457,*Sugar,08/14/2017 11:34:00 AM,08/14/2017 11:34:00 AM,02/08/2017,Adoption,,Dog,Spayed Female,6 months,Anatol Shepherd Mix,Brown/White
A751546,,06/09/2017 02:35:00 PM,06/09/2017 02:35:00 PM,05/09/2017,Euthanasia,Suffering,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Black/White
A748162,,05/05/2017 04:05:00 PM,05/05/2017 04:05:00 PM,04/30/2016,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair/Cardigan Welsh Corgi,Tan/White
A729177,Frida Kahlo,06/18/2016 06:16:00 PM,06/18/2016 06:16:00 PM,02/18/2016,Adoption,,Dog,Spayed Female,3 months,Miniature Schnauzer Mix,White/Black
A699048,Sissy,03/02/2016 02:10:00 PM,03/02/2016 02:10:00 PM,03/21/2013,Return to Owner,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/Tan
A667420,,11/19/2013 06:58:00 PM,11/19/2013 06:58:00 PM,10/01/2013,Transfer,Partner,Dog,Intact Male,1 month,German Shepherd Mix,Black/Tan
A682925,*Astrid,09/03/2014 05:58:00 PM,09/03/2014 05:58:00 PM,07/04/2012,Adoption,,Dog,Spayed Female,2 years,Manchester Terrier Mix,Black/White
A725710,,05/02/2016 01:56:00 PM,05/02/2016 01:56:00 PM,04/10/2016,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby
A758011,,09/14/2017 03:26:00 PM,09/14/2017 03:26:00 PM,09/10/2016,Transfer,Partner,Other,Unknown,1 year,Guinea Pig,White/Brown
A760975,Malcom,10/30/2017 04:38:00 PM,10/30/2017 04:38:00 PM,02/25/2011,Return to Owner,,Cat,Intact Male,6 years,Domestic Shorthair Mix,Black
A727515,*Horace,07/03/2016 06:54:00 PM,07/03/2016 06:54:00 PM,04/16/2016,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A750739,Catsby,06/10/2017 01:47:00 PM,06/10/2017 01:47:00 PM,05/31/2016,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A713435,*Peppo,10/13/2015 02:35:00 PM,10/13/2015 02:35:00 PM,07/07/2015,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A685705,,08/12/2014 09:00:00 AM,08/12/2014 09:00:00 AM,08/11/2013,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black Tabby
A688626,,09/21/2014 03:25:00 PM,09/21/2014 03:25:00 PM,09/04/2014,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Cream Tabby
A728320,Roco,06/18/2016 06:24:00 PM,06/18/2016 06:24:00 PM,06/02/2015,Adoption,,Dog,Neutered Male,1 year,German Shepherd Mix,Tan/Black
A689318,Lollipop,10/29/2014 12:15:00 PM,10/29/2014 12:15:00 PM,10/02/2011,Adoption,,Dog,Spayed Female,3 years,American Staffordshire Terrier Mix,Blue/White
A700909,,04/21/2015 12:00:00 PM,04/21/2015 12:00:00 PM,04/19/2015,Transfer,Partner,Cat,Intact Male,2 days,Domestic Shorthair Mix,Orange Tabby
A732991,Oreo,10/10/2016 10:42:00 AM,10/10/2016 10:42:00 AM,08/15/2014,Transfer,Partner,Dog,Intact Female,2 years,Labrador Retriever Mix,Black/Tan
A728934,Anna Belle,07/02/2016 07:16:00 PM,07/02/2016 07:16:00 PM,06/11/2002,Adoption,,Cat,Spayed Female,14 years,Domestic Shorthair Mix,White/Blue
A701629,,05/02/2015 03:14:00 PM,05/02/2015 03:14:00 PM,04/02/2015,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby
A741906,*Chocolate,02/23/2017 03:23:00 PM,02/23/2017 03:23:00 PM,12/11/2016,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A716862,,12/03/2015 01:30:00 PM,12/03/2015 01:30:00 PM,06/27/2015,Transfer,Partner,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby
A747746,*Hops,05/28/2017 05:44:00 PM,05/28/2017 05:44:00 PM,04/24/2016,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A678796,*Norma,07/26/2014 02:47:00 PM,07/26/2014 02:47:00 PM,03/29/2014,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico
A683746,,07/25/2014 11:14:00 AM,07/25/2014 11:14:00 AM,07/13/2014,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby
A734634,*Alice,12/02/2016 11:42:00 AM,12/02/2016 11:42:00 AM,08/03/2016,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Black
A738251,Bugz,11/15/2016 06:23:00 PM,11/15/2016 06:23:00 PM,11/11/2015,Adoption,,Dog,Neutered Male,1 year,Dachshund Mix,Tricolor/Black
A689760,Daisy,10/12/2014 06:13:00 PM,10/12/2014 06:13:00 PM,10/12/2007,Return to Owner,,Dog,Spayed Female,7 years,Labrador Retriever Mix,Brown/White
A744162,Khaleesi,02/24/2017 01:47:00 PM,02/24/2017 01:47:00 PM,02/24/2016,Return to Owner,,Dog,Intact Female,1 year,Pit Bull Mix,Brown Brindle/White
A747587,Niko,04/21/2017 06:47:00 PM,04/21/2017 06:47:00 PM,01/03/2016,Return to Owner,,Dog,Intact Male,1 year,Pit Bull/German Shepherd,Black/White
A759998,,10/15/2017 05:31:00 PM,10/15/2017 05:31:00 PM,07/27/2017,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
A721826,Harp,04/11/2016 04:06:00 PM,04/11/2016 04:06:00 PM,08/05/2015,Transfer,Partner,Dog,Spayed Female,8 months,Pit Bull Mix,White/Black
A690084,*Dodger,10/20/2014 01:06:00 PM,10/20/2014 01:06:00 PM,07/14/2013,Transfer,Partner,Dog,Intact Male,1 year,Border Collie/Labrador Retriever,Black/White
A729008,,09/21/2016 12:34:00 PM,09/21/2016 12:34:00 PM,04/12/2016,Adoption,Foster,Cat,Intact Male,5 months,Domestic Shorthair Mix,White/Black Tabby
